12.067319109 1.163519507 -31.294397663 0.187311096 0.703984267 0.516377070 0.450194875
7.422269562 -2.038287959 -24.371548886 0.370744431 -0.197297546 0.598230153 -0.682453610
5.210430740 0.434819130 -38.273570535 -0.613563921 0.000185898 0.669776340 -0.418257021
3.992091071 -0.508096223 -26.030066090 0.182387347 -0.775093345 -0.601974220 -0.059934972
9.194186344 -3.957594364 -37.845587723 -0.269580254 -0.916255174 0.171693229 -0.241504405
0.687056302 -6.663949049 -28.498175280 -0.521642981 -0.454688632 0.640993040 -0.332076454
10.436799365 5.328633648 -28.483154696 0.446656940 0.529747615 -0.708815807 -0.132080255
6.781842767 -4.953919357 -22.960753592 0.615464275 0.767346700 0.068124154 0.166558905
11.240156127 -6.654203417 -34.572732608 0.298993126 0.048699231 -0.875817745 -0.375732316
4.656639245 -0.589661629 -35.416685149 0.136950313 0.437444247 0.771236187 -0.441680751
-1.912664948 1.682941783 -31.130286443 -0.168395657 0.966906101 0.116325711 -0.152328014
5.194331713 4.425993803 -38.520122582 -0.681900385 -0.187009049 -0.438439393 0.554806614
6.469306863 -6.386624227 -36.963479245 0.104419374 -0.885602194 -0.226680426 0.391690352
14.319206236 3.434151408 -29.974163039 0.515682336 0.158832596 0.577829606 0.612337228
9.120131767 4.160346576 -31.483178190 0.108566783 -0.203377370 0.532861644 -0.814192463
8.283370181 -5.685746423 -24.708639939 -0.835935025 -0.137701277 0.486892635 -0.212571294
6.574088327 -6.878506220 -38.544129722 0.287801263 0.791813366 -0.244690598 -0.479925555
3.031383346 -6.802813074 -25.284792099 -0.444390193 -0.385451621 0.650221249 -0.480787616
2.013167864 -9.373145101 -34.250603250 0.562592626 0.111910367 -0.801668995 0.168203536
0.284161156 -7.343430064 -36.017077157 -0.828115698 0.019129893 -0.469633682 -0.305454814
6.581107616 -5.258110479 -29.351998713 0.666352960 -0.349387665 0.174675211 0.635130351
15.254835025 3.851355182 -32.545978459 0.570753322 -0.621596646 0.249120819 0.475181094
0.074773769 -6.596611708 -26.952478796 -0.362112675 0.896006229 0.195412166 0.166917145
15.769427717 -0.805823238 -36.678702299 -0.476380055 -0.532410847 0.676341390 0.179340618
5.671898354 -1.929724783 -36.891801759 0.688754524 -0.544832090 0.205651258 0.431836496
10.464152708 -4.427993808 -36.588648814 0.021996263 0.764694993 0.640059849 0.071281987
10.698509362 -2.329411533 -38.821084694 -0.531671940 -0.383668779 -0.694964451 -0.295207771
6.383781806 -1.255466517 -29.483582389 -0.198097205 0.707799654 -0.593900986 0.327198359
3.622525505 -6.735375987 -25.931087970 -0.624899682 0.316094859 -0.440695275 -0.561580005
6.070357361 0.020288517 -23.696450604 0.866479367 0.394913424 -0.187051190 0.241389200
4.323935192 -1.954342663 -36.874989771 -0.672027540 -0.197941620 -0.426767255 -0.571898427
3.674906540 -8.422971022 -32.382300898 -0.819019023 -0.399929909 0.150067715 -0.383071259
14.467638434 -7.880253949 -33.504872180 0.565617332 -0.250806842 -0.042191345 -0.784469791
12.982045513 -1.450875306 -35.076879649 -0.230281469 -0.530751719 0.803201655 -0.141916032
10.570610997 -4.869811216 -27.262199895 0.154956170 -0.681850110 0.557726262 0.447225256
12.417280954 -7.603495297 -27.970623958 0.399792276 0.635956164 0.563504514 0.343785625
5.999158956 -11.508838901 -29.979171539 -0.457163957 -0.108982203 0.783817295 -0.405899549
1.505410793 0.619507311 -27.744720063 0.762957221 0.409402874 -0.488762739 0.106754626
6.793064490 -2.474306555 -28.554853718 0.480474541 -0.736134628 0.476405377 -0.016968853
6.621237223 2.606614282 -30.430755897 0.277191252 -0.316551064 0.716360939 -0.556585518
15.193298261 -6.077927145 -31.885411262 -0.476860420 -0.702588084 0.442685415 0.288103707
6.827507618 -11.151725828 -32.996032088 0.328563093 -0.498038520 -0.668412687 -0.444104049
7.177219898 7.087673230 -29.495855065 0.563199869 0.314117620 0.335544332 0.686692092
